Unnamed: 0;id_str;created_at;user_name;user_location;user_verified;retweet_count;favorite_count;lang;text;sentiment
1485;1.24158E+18;22/3/2020 04:05;Alexis;Colombia;False;0;0;es;covid promedio nuevas pcr últimos días 966 positividad pcr positividad pcr …;2
1486;1.24158E+18;22/3/2020 04:05;Roberto Verrier Castro;Cuba;False;0;0;es;instalado zulia estado mayor covid municipal instancia del órgano defensa integral nacion…;2
1497;1.24158E+18;22/3/2020 04:05;Sergio Do;Mexico;False;0;0;es;covid inicio del toque queda gran concepción adelanta las horas vía;0
1533;1.24158E+18;22/3/2020 04:05;Juan David;Cuba;False;2;5;es;smithsonian institution anunció que sus museos washington así como zoo ciudad volverán cerrarse hasta nuev…;0
1556;1.24158E+18;22/3/2020 04:05;eccos multimedios;Argentina;False;0;0;es;esta gente entendido nada del covid pantalla sin tapabocas funciona tapabocas …;2
1561;1.24158E+18;22/3/2020 04:05;LEODEF;Argentina;False;6;7;es;esas escuchas ilegales pasaron ser parte shows televisados con periodistas operadores del macrismo todos ellos sin…;0
1582;1.24158E+18;22/3/2020 04:05;Noticias Caracol;Colombia;True;135;233;es;alerta por rápida expansión virus mortal chubut “esto peor que covid ”;0
1591;1.24158E+18;22/3/2020 04:05;Armando Hernandez;Mexico;False;0;1;es;menos cuatro personas del navegantes del magallanes dieron positivo pruebas rápidas del covid video;2
1601;1.24158E+18;22/3/2020 04:05;Rubén.;Venezuela;False;1;20;es;nota prensa izquierda covid vacuna cada vez más cerca …;2
1609;1.24158E+18;22/3/2020 04:05;Sol #RenunciaPiñera 😷💚🐕🐈🌸🌳🌲🐝🐳;Argentina;False;2;1;es;antes enfermaba gripe casi todos los meses ahora dado gripe desde marzo será que mascarilla que …;0
1610;1.24158E+18;22/3/2020 04:05;ᴜʀɪᴇʟ ᴘᴇʀᴀʟᴛᴀ;Argentina;False;0;1;es;además mencionó forma estar comunicados divertirnos relacionarnos está cambiando por covid …;2
1614;1.24158E+18;22/3/2020 04:05;Guadalupe Vazquez 🌱;Argentina;False;73;120;es;dicen que podría autorizar dos vacunas contra covid antes que acabe año primero que ponga gobi…;2
1617;1.24158E+18;22/3/2020 04:05;Adolfo Paz Quesada;Argentina;False;0;0;es;aprobado proyecto presupuesto del patronato municipal turismo enfocado recuperación frente covid…;2
1624;1.24158E+18;22/3/2020 04:05;Julián M Tobos;Mexico;False;0;0;es;educación financiera tiene como objetivo mejorar bienestar económico aquí compartimos razones …;2
1628;1.24158E+18;22/3/2020 04:05;Marcia Villanueva;Colombia;False;2;2;es;hay culpable medio todo ésto covid maduro bien clara esta…;2
1634;1.24158E+18;22/3/2020 04:05;LUIS MORENO VILCHES;Chile;False;1;1;es;las personas tercera edad quienes padecen enfermedades crónico degenerativas son grupos vulnerables …;0
1636;1.24158E+18;22/3/2020 04:05;Maibort Petit;United States;False;126;26;es;los medios dicen que los efectos secundarios vacuna covid son una prueba que está funcionando acab…;2
1641;1.24158E+18;22/3/2020 04:05;José Agustín;Mexico;False;0;0;es;médicos intensivistas del complejo hospitalario caja seguro social css declaran alerta ante falta …;1
1659;1.24158E+18;22/3/2020 04:05;Doble tonta;Spain;False;0;1;es;covid presidente farmacéutica china sinopharm liu jingzhen aseguró que probó vacuna casi mil…;2
1669;1.24158E+18;22/3/2020 04:05;Nilson ⚡️;Mexico;False;2;5;es;encuentra recluida uci con una enterecolitis anemia severa neumonía desde hace mes aproximadam…;0
1700;1.24158E+18;22/3/2020 04:05;🎄Conchesumare;British Columbia;False;1;1;es;dolly parton financió con millón dólares vacuna contra covid moderna través;2
1701;1.24158E+18;22/3/2020 04:05;Augusto;Argentina;False;1;10;es;través una reunión virtual con jefa gobierno cdmx autoridades locales acordaron llevar cabo esta …;2
1702;1.24158E+18;22/3/2020 04:05;Aminovid;Ecuador;False;0;0;es;provincia suma total 300 infectados por covid nuevos registrados ultimo día…;2
1705;1.24158E+18;22/3/2020 04:05;Dr. Jancos;Mexico;False;0;0;es;pues como siempre mantenido parece que metro foco contagios importante horas con medidor…;2
1710;1.24158E+18;22/3/2020 04:06;Katrim De la Hoz :);Colombia;False;4;13;es;tokio declara alerta máxima por aumento récord contagios;2
1711;1.24158E+18;22/3/2020 04:06;La Patilla;Venezuela;True;1;2;es;wall street abre rojo dow jones baja por datos desempleo covid ·;0
1714;1.24158E+18;22/3/2020 04:06;El_enanocjs.;Argentina;False;0;0;es;estuvo llamando semana pasada que para ser amigos hasta invitó tomar café bueno fue que …;2
1722;1.24158E+18;22/3/2020 04:06;Mvrcos 🔻;Spain;False;0;1;es;por “fortuna” ningún futbolista mexicano contagiado por “covid ” tras juego ante corea del sur pero esto …;2
1729;1.24158E+18;22/3/2020 04:06;SuNoticiero;Venezuela;True;3;3;es;hay desfase número positivos por registro nacional contagios;2
1753;1.24158E+18;22/3/2020 04:06;Jorge Jesús Pipi;Argentina;False;0;0;es;través refuerza los filtros supervisión las unidades …;2
1765;1.24158E+18;22/3/2020 04:06;LUIS ALBERTO FRANCO;Colombia;False;0;0;es;rotweiler muerde pero chupa como paga sábado sin covid;0
1768;1.24158E+18;22/3/2020 04:06;Noticias en tiempo real;Bolivia;False;0;0;es;gran canaria mientras los ilegales son alojados hoteles apartamentos turísticos régimen todo incluido las col…;0
1775;1.24158E+18;22/3/2020 04:06;SVCNoticias.com;Colombia;False;0;0;es;informa superior existe caso covid entorno realiza teletrabajo para proteger los demás …;2
1777;1.24158E+18;22/3/2020 04:06;AIRRomana Radio;Dominican Republic;False;0;0;es;los hospitales están quedando sin camas cuidados intensivos mientras estado sobrepasa una tasa…;0
1785;1.24158E+18;22/3/2020 04:06;GIznardo;Argentina;False;0;0;es;talcahuano suma campaña para prevenir contagio covid;2
1800;1.24158E+18;22/3/2020 04:06;juan pichardo;United States;False;6;4;es;las fiestas decembrinas están vuelta esquina muchos han confirmado que pese pandemia verán…;0
1821;1.24158E+18;22/3/2020 04:06;Cristina;Chile;False;0;1;es;ley seca ciudad méxico edomex por grave incremento covid mañana viernes sábado domingo toca…;0
1828;1.24158E+18;22/3/2020 04:06;Angel López;Venezuela;False;0;0;es;taiwán más 200 días sin casos locales covid;2
1833;1.24158E+18;22/3/2020 04:06;geopoliting;Colombia;False;0;0;es;los políticos corruptos son como covid que cada años presenta una nueva ola son más descarados mediocr…;2
1835;1.24158E+18;22/3/2020 04:06;Memerolo;Argentina;False;0;0;es;martín benítez testou positivo para covid;2
1841;1.24158E+18;22/3/2020 04:06;Valentina;Colombia;False;16;23;es;resolución corte suprema justicia nación causa fre 2774 2020 cs1 lee carlos roberto otro consejo…;0
1861;1.24158E+18;22/3/2020 04:06;Te lo dije.......;Spain;False;0;1;es;general jefe del ejército británico advierte del riesgo una tercera guerra mundial causa del covid;0
1874;1.24158E+18;22/3/2020 04:06;Fredy 🇸🇻;El Salvador;False;0;0;es;covid provincia – sobre total acumulado 132 547 casos que registra provin…;2
1894;1.24158E+18;22/3/2020 04:06;yasmine;Argentina;False;0;3;es;¡atento con goles christian nikao athletico paranaense dio golpe venció como visitante atl …;1
1904;1.24158E+18;22/3/2020 04:06;Martín Hernandez;Mexico;False;0;0;es;oaxaca encuentra abajo del índice letalidad pacientes covid además ampliamos red hospitalaria las…;2
1950;1.24158E+18;22/3/2020 04:06;🍆 NICK THE DICK, PhD, MD, JD, AD, DC, 123 🍆;Puerto Rico;False;0;0;es;tienditas temen cierres por segunda ola covid méxico;0
1964;1.24158E+18;22/3/2020 04:06;Rodrigo Lüttecke;Chile;False;0;0;es;será que escuché bien esa ministra consejera eira ruíz dijo final entrevista que pueblo deb…;0
1968;1.24158E+18;22/3/2020 04:06;SUOEM CÓRDOBA;Argentina;False;1;8;es;aumento hospitalizaciones valle méxico medio festividades aglomeraciones bares restaurant…;2
1971;1.24158E+18;22/3/2020 04:06;Felix Manuel 🇵🇪;Peru;False;0;0;es;totalmente acuerdo recuerdo primer artículo que publicó donde daba conocer …;2
1979;1.24158E+18;22/3/2020 04:06;𝑷𝒆𝒃𝒆𝒍𝒔🏳️‍🌈🇭🇳;Honduras;False;10;57;es;blasio alertó que todo nueva york será una zona naranja por covid;2
1993;1.24158E+18;22/3/2020 04:06;Daniela;Argentina;False;0;3;es;mientras pueblo está sin luz sin gasolina sin agua con covid paso con tragedia fuerte lluvia que…;1
1994;1.24158E+18;22/3/2020 04:06;David Rosales;El Salvador;False;0;0;es;corrientes informaron 261 casos nuevos covid;2
2008;1.24158E+18;22/3/2020 04:06;James pero no Dean🍑🐼😊;Mexico;False;0;4;es;otro encuentro del grupo temporal del gobierno para enfrentar covid con científicos expertos detallaro…;0
2016;1.24158E+18;22/3/2020 04:06;Tutaina Tuturumá;Colombia;False;1;3;es;¿cuánto cuesta américa latina vacuna contra covid …;0
2029;1.24158E+18;22/3/2020 04:06;Jaeg;Mexico;False;0;0;es;entrenador gimnasio con covid expuso personas pero nadie contagió debido rediseño vent…;2
2030;1.24158E+18;22/3/2020 04:06;H;Mexico;False;0;1;es;tenemos plena conciencia proteger vida los trabajadores que sufren patologías crónicas mujeres embarazad…;2
2071;1.24158E+18;22/3/2020 04:06;Gobierno Regional Junín;Peru;False;0;3;es;actualizando sobre situación adrián moyano jugador encuentra bien aislado habitación junto …;2
2072;1.24158E+18;22/3/2020 04:06;Chem Arel;Mexico;False;0;0;es;ueva alidad estamos perdidos;0
2103;1.24158E+18;22/3/2020 04:07;Vecinos Informados;Mexico;False;0;0;es;damos inicio nuestro tercer panel hacia los 100 años espm inversión capital humano tiempos …;2
2113;1.24158E+18;22/3/2020 04:07;Claudia M. Villaseñor;Guatemala;False;0;1;es;charla con los trabajadores ueb cubiza camagüey sobre medidas para prevenir propagación del covid …;2
2117;1.24158E+18;22/3/2020 04:07;Eduardo Rapetti;Uruguay;False;0;0;es;biden promete ayudar gobernadores contra covid;0
2120;1.24158E+18;22/3/2020 04:07;Fabioℓa D(E) Nery ✞ॐ🇻🇪;Venezuela;False;0;0;es;que debe hacer frente covid una sola foto conservar distancia mínima tener tapabocas …;2
2148;1.24158E+18;22/3/2020 04:07;Kristian Macario;Mexico;False;0;0;es;tras dar falso positivo prueba covid senador juan zepeda reincorporará …;1
2157;1.24158E+18;22/3/2020 04:07;Diego;Uruguay;False;1;0;es;covid arauz acuerda con presidente argentina facilitar acceso vacuna gratuita oportuna …;2
2162;1.24158E+18;22/3/2020 04:07;★ 𝔼𝕃 𝕁𝕌𝔸ℕ𝕆 ℕ𝔸𝕍𝕀𝔻𝔼Ñ𝕆 ★;Poland;False;0;0;es;nuestros niños sin vacunas contra tuberculosis sarampión influenza así nos quieren engañar que van comprar vacuna…;1
2166;1.24158E+18;22/3/2020 04:07;🇦🇷 Germán de Bragança 🇵🇹;Argentina;False;1;1;es;cada segundos fallece una persona por covid europa oms;0
2167;1.24158E+18;22/3/2020 04:07;Roberto Verrier Castro;Cuba;False;0;0;es;este año viaja covid;2
2170;1.24158E+18;22/3/2020 04:07;Ruth con te ache Olivares;Mexico;False;0;2;es;solas con covid sentí como animal encerrado jaula sin saber quién acudir …;0
2185;1.24158E+18;22/3/2020 04:07;candelaaaaaa;Argentina;False;0;0;es;amplía california impuso toque queda gran parte territorio para detener aumento casos covid …;0
2193;1.24158E+18;22/3/2020 04:07;julia;Spain;False;0;2;es;encuentra recluida uci con una enterecolitis anemia severa neumonía desde hace mes aproxi…;0
2200;1.24158E+18;22/3/2020 04:07;Mk 🏠;Cuba;False;1;0;es;casos globales covid suben millones;2
2210;1.24158E+18;22/3/2020 04:07;Mariola Cordero;Mexico;False;0;0;es;ministro junto gob estableció mesa trabajo junto estado may…;2
2211;1.24158E+18;22/3/2020 04:07;CV NOTICIAS;Colombia;False;1;2;es;hoy acompañamos vuelo nacional brindando charlas preventivas frente covid asesoramiento rec…;2
2218;1.24158E+18;22/3/2020 04:07;tarantulaes;Argentina;False;0;3;es;biden dice que impondrá confinamiento nacional por covid;0
2230;1.24158E+18;22/3/2020 04:07;Julio Ces;Mexico;False;0;1;es;este tiempo pandemia ¡ prevención clave cuídate cuida los demas emplea las medidas …;2
2238;1.24158E+18;22/3/2020 04:07;Horizonte Tunero;Mexico;False;0;2;es;los países deberían eliminar las barreras comerciales para tecnología médica para alentar mejorías dijo jefa …;0
2242;1.24158E+18;22/3/2020 04:07;ꪜꪖꪶꫀꪀ𝕥ⅈꪀꪖ;Argentina;False;0;0;es;pfizer incrementa efectividad vacuna contra covid;0
2244;1.24158E+18;22/3/2020 04:07;Edna Jaramillo G.;Panama;False;5;1;es;una adolescente madrynense tuvo que ser derivada caba raíz una falla renal crónica que vio agravada …;0
2246;1.24158E+18;22/3/2020 04:07;Juan Quintana;Mexico;False;0;1;es;muere otro sanantoniense con cuadro clínico para covid;0
2248;1.24158E+18;22/3/2020 04:07;Liusvel;Cuba;False;0;0;es;testeos argentina debe ser único país del mundo que subestima positividad los testeos hay argumento válido…;2
2267;1.24158E+18;22/3/2020 04:07;Gabo;Spain;False;0;0;es;covid provocará una crisis financiera las empresas hoteleras turísticas 2021 joh…;0
2269;1.24158E+18;22/3/2020 04:07;Miluska;Peru;False;0;0;es;mantener limpias las superficies que más usan una manera evitar propagación covid;0
2286;1.24158E+18;22/3/2020 04:07;LAURA ARIJON ♔;United States;False;1;1;es;cinco vacunas contra covid producidas china están tercera etapa ensayos están probando …;0
2289;1.24158E+18;22/3/2020 04:07;Carly Negrete;Mexico;False;5;11;es;llamó los medios comunicación dejar difundir información pandemia covid con ‘tinte pol…;0
2290;1.24158E+18;22/3/2020 04:07;Carolina Quispe G.;Colombia;False;0;0;es;responsabilidad política …;2
2295;1.24158E+18;22/3/2020 04:07;edunar54 🇵🇦;Panama;False;7;8;es;por salud nuestro pueblo quédate casa solo una estricta emergencia justifica salir hogar …;2
2303;1.24158E+18;22/3/2020 04:07;Julie Rodriguez;Peru;False;0;0;es;dos nuevos muertos magdalena por covid;0
2309;1.24158E+18;22/3/2020 04:07;BluRadio Colombia;Colombia;True;6;12;es;confirmó nuevos casos covid santa rosa general pico realicó santa …;2
2317;1.24158E+18;22/3/2020 04:07;Daniela Carbonó;Colombia;False;0;0;es;covid más 150 muestras diarias consultorios febriles del gran resistencia;2
2321;1.24158E+18;22/3/2020 04:07;Mónica Vargas;Colombia;False;0;0;es;mañana estaremos sustituyendo dígame verdad por par…;2
2329;1.24158E+18;22/3/2020 04:07;Zami Garcia;Colombia;False;0;0;es;por eso qué han hecho llamamiento para que sustituya uso mascarillas desechables por reutiliza…;2
2347;1.24158E+18;22/3/2020 04:07;Jorge Grilli;Argentina;False;1;0;es;los políticos corruptos son como covid que cada años presenta una nueva ola son más descarados mediocres;2
2351;1.24158E+18;22/3/2020 04:07;🌟Vera🌟👑✌🇲🇽;Mexico;False;0;0;es;confirmaron nuevo contagio cuatro recuperados;2
2356;1.24158E+18;22/3/2020 04:07;Gonzalo;Argentina;False;0;1;es;arrieta recuperó del covid hoy entrenó cascajal está disponible para sábado;2
2382;1.24158E+18;22/3/2020 04:07;M. Andres Avila Vera;Ecuador;False;0;0;es;santos laguna “ nuestro partido más importante del año repechaje primero desearles que …;2
2384;1.24158E+18;22/3/2020 04:07;Aristides! 🇸🇻;El Salvador;False;0;0;es;grandes los desafíos que para humanidad sido pandemia covid rol esencial que resulta solidaridad intern…;0
2390;1.24158E+18;22/3/2020 04:07;Camila Sandoval;Chile;False;0;0;es;tenemos plena conciencia proteger vida los trabajadores que sufren patologías crónicas mujeres emb…;2
2397;1.24158E+18;22/3/2020 04:07;Otimer;Panama;False;0;0;es;¡debes verlo foto que encendió las alarmas varios clubes europa américa tras conocerse que luis suárez…;2
2425;1.24158E+18;22/3/2020 04:07;Periodista Independiente Muslim;El Salvador;False;0;0;es;así piden familiares víctimas covid;0
2456;1.24158E+18;22/3/2020 04:07;Donald Dimas;Colombia;False;0;0;es;señala unicef que covid afecta los niños pandemia puede dejar una “generación perdida”;0
2469;1.24158E+18;22/3/2020 04:07;H. Balcazar Nava.;Mexico;False;0;0;es;cifra fallecimiento por covid estados unidos supera los 250 000 casi población está …;2
2473;1.24158E+18;22/3/2020 04:07;MARCELA BARRIENTOS H.;Chile;False;0;12;es;diputada franggi nicolás informó que uno sus asesores con quien tuvo …;2
2475;1.24158E+18;22/3/2020 04:08;Altos de Jalisco;Mexico;False;1;16;es;«los verdaderos filósofos son aquellos que aman contemplar verdad» platón conmemora día mundial …;2
2481;1.24158E+18;22/3/2020 04:08;God save the queen👑;Colombia;False;0;1;es;segunda fase pruebas clínicas vacuna contra covid desarrollada por universidad inglesa oxford…;0
2482;1.24158E+18;22/3/2020 04:08;Altos de Jalisco;Mexico;False;0;1;es;acto emulación médicos revolución lucha contra covid bloqueo;1
2484;1.24158E+18;22/3/2020 04:08;Katherine Suárez;Colombia;False;0;0;es;reino unido reino unido reporta 915 nuevos contagios coronavirus 501 muertes por covid último …;0
2487;1.24158E+18;22/3/2020 04:08;DATAiFX;Colombia;False;3;3;es;las los investigadores lideraron programa piloto chile validación test para detec…;2
2492;1.24158E+18;22/3/2020 04:08;⭐️Mariano Ripper⭐️;Argentina;False;0;3;es;buen momento para enfermarse covid pues los hospitales están llenos pueden brindar buena atención …;1
2518;1.24158E+18;22/3/2020 04:08;Rodrigo Lüttecke;Chile;False;0;0;es;entiendo nada como autoridades deben dar ejemplo estos …;2
2539;1.24158E+18;22/3/2020 04:08;Analuisa Alexandra;Ecuador;False;0;0;es;lateral derecho realizó segundo test para confirmar que padece covid por parte nico…;0
2541;1.24158E+18;22/3/2020 04:08;☣Rulo Gonzalez☣;Mexico;False;0;0;es;aquí todo soluciona con normas tramitó una ley congreso república para que los colombia…;2
2549;1.24158E+18;22/3/2020 04:08;macsg_May_Conchi;Spain;False;0;0;es;comunicamos que gabriel neves dio positivo covid jugador asintomático encuentra perfectas condiciones…;2
2557;1.24158E+18;22/3/2020 04:08;Federico Castillo G.;Dominican Republic;False;2;9;es;áfrica rebasa barrera los dos millones contagios covid;2
2562;1.24158E+18;22/3/2020 04:08;Alexis;Colombia;False;0;0;es;informe médico segundo hisopado con resultado negativo para ángelo gabrielli por que mañana sumará las…;2
2563;1.24158E+18;22/3/2020 04:08;lico;Argentina;False;0;0;es;fanb milicia unidos venceremos covid;2
2593;1.24158E+18;22/3/2020 04:08;Manuel Ortiz Ramirez;Mexico;False;0;0;es;hoy llevaron cabo 3555 análisis detectaron nuevos casos coronavirus covid los casos nuevos …;2
2603;1.24158E+18;22/3/2020 04:08;Victoria;Argentina;False;0;1;es;que momento dio poder abusar constitución violentar los derechos libertades los …;0
2605;1.24158E+18;22/3/2020 04:08;Rafael Trejo Villarreal ✳️;Republica bolivariana de Venezuela;False;0;1;es;casos covid mundo sobrepasan los millones infectados https …;0
2613;1.24158E+18;22/3/2020 04:08;RobertoN Db2 DBA LUW 🧶;Mexico;False;1;1;es;establecer mantener una distancia prudencial entre usted otras personas resulta ser clave para evitar algún contag…;0
2627;1.24158E+18;22/3/2020 04:08;Krkmo;Argentina;False;4;9;es;casi millones jornadas desinfección contra covid han realizado país …;0
2667;1.24158E+18;22/3/2020 04:08;Esneyder Negrete;Colombia;False;0;0;es;dirección salud solidaria conjunto con brigadas médicas contra covid siguen apoyando nuestros hermanos …;2
2672;1.24158E+18;22/3/2020 04:08;𝙶𝚞𝚜𝚝𝚊𝚟𝚘 𝙶𝚞𝚝𝚒é𝚛𝚛𝚎𝚣;Colombia;False;0;0;es;vacuna contra covid astrazeneca provoca respuesta inmunitaria adultos mayores callejo;2
2676;1.24158E+18;22/3/2020 04:08;Joel 🇸🇪💪🏼;Argentina;False;0;0;es;aumento hospitalizaciones valle méxico medio festividades aglomeraciones bares res…;2
2684;1.24158E+18;22/3/2020 04:08;Portal Diario;Argentina;False;0;0;es;desde glorioso ejército bolivariano seguimos lucha frontal contra covid iya son 248 días cuarenten…;0
2691;1.24158E+18;22/3/2020 04:08;Jeanneth Hidalgo;Peru;False;0;0;es;total desfachatez minsal capaz entregar mails donde evidencia manipulación cifras por covid mientra…;0
2696;1.24158E+18;22/3/2020 04:08;Scaramucha;Mexico;False;0;1;es;entre sombreros cubrebocas así será celebración por revolución mexicana ante covid http…;2
2699;1.24158E+18;22/3/2020 04:08;Jorge Alberto;Mexico;False;0;1;es;club américa con dos resultados positivos covid;2
2705;1.24158E+18;22/3/2020 04:08;ht24 Periodismo;Colombia;False;0;0;es;comandante jefe las fuerzas armadas británicas advierte que consecuencia las medidas que han tomado…;2
2708;1.24158E+18;22/3/2020 04:08;Portal Diario;Argentina;False;0;0;es;dicen que podría autorizar dos vacunas contra covid antes que acabe año primero que ponga…;2
2716;1.24158E+18;22/3/2020 04:08;Moon🌖;Mexico;False;0;2;es;¡vuelven eden hazard eder militao dan negativo covid podrán estar contra villareal;0
2718;1.24158E+18;22/3/2020 04:08;LuisFernando Fonseca;Ecuador;False;0;4;es;grupos terroristas extremistas supremacistas blancos hasta cárteles mexicanos usan redes sociales como arma durante …;0
2720;1.24158E+18;22/3/2020 04:08;®;Mexico;False;0;0;es;así encuentra área pediátrica del hospital samuel darío maldonado san antonio personal hospitalario …;2
2737;1.24158E+18;22/3/2020 04:08;Andres Cardenas;Colombia;False;1;0;es;portugal portugal reportó 994 nuevos casos covid las últimas horas;2
2742;1.24158E+18;22/3/2020 04:08;Jack 20 𝕷𝖆𝕷𝖎𝖌𝖆𝕸𝖎𝖙𝖎𝖈𝖆;Mexico;False;0;0;es;cierran 800 escuelas nyc por rebrote covid;0
2748;1.24158E+18;22/3/2020 04:08;Idris Ebola;Mexico;False;0;0;es;¡ empezado encuentra hospital severo ochoa nos enseña cuál sería protocolo…;2
2782;1.24158E+18;22/3/2020 04:08;Fernando Villavicencio;Ecuador;True;29;29;es;vacuna astrazeneca genera inmunidad segura adultos mayores;2
2798;1.24158E+18;22/3/2020 04:08;milagros;Argentina;False;0;3;es;doctor huerta dijo que las marchas contagian covid entonces los estadios discotecas …;0
2805;1.24158E+18;22/3/2020 04:08;Sergio Alvarez;Colombia;False;0;0;es;tasa positividad covid montería está más baja desde mayo través;2
2812;1.24158E+18;22/3/2020 04:08;Jesús R.;Venezuela;False;0;0;es;seamos realistas esto las vacunas covid una competencia laboratorios para ver quien suma mas …;2
2817;1.24158E+18;22/3/2020 04:08;Jader Oñate;Dominican Republic;False;0;0;es;las fiestas decembrinas están vuelta esquina muchos han confirmado que pese pandemia …;0
2823;1.24158E+18;22/3/2020 04:08;Política Pastelazo;Mexico;False;0;1;es;covid solo decepcionas;2
2827;1.24158E+18;22/3/2020 04:08;juan;Argentina;False;0;0;es;cifras recientes contagios covid ibagué son responsabilidad los bares asobares;2
2834;1.24158E+18;22/3/2020 04:08;Kp;Mexico;False;0;1;es;pfizer solicitará una autorización emergencia para vacuna contra covid que afirman tendría una eficacia del…;1
2866;1.24158E+18;22/3/2020 04:08;Johan bustos;Indonesia;False;0;0;es;fda autoriza remdesivir baricitinib combinaciones antivirales contra inmunomoduladores hay remdesivir méxico …;0
2869;1.24158E+18;22/3/2020 04:08;El Buscador Informativo;Dominican Republic;False;0;0;es;registra 686 nuevos casos defunciones;0
2875;1.24158E+18;22/3/2020 04:08;Armando Jaliff;Argentina;False;0;0;es;artículo hoy nueva guía idsa sobre covid19 viene incluido uso pacientes ambulatorios …;2
2900;1.24158E+18;22/3/2020 04:09;Andrés M. Acevedo;Colombia;False;0;2;es;aprueba primer autotest covid que puedes hacer casa prueba detecta arn del sars cov…;2
2912;1.24158E+18;22/3/2020 04:09;Karen Morgana;Peru;False;0;0;es;hasta noviembre más 000 voluntarios habían recibido primera las dos inyecciones más 000 las…;2
2919;1.24158E+18;22/3/2020 04:09;ᴮᴱGaby⁷🍓LOUIS;Colombia;False;0;0;es;brasil recibe primer lote vacuna china contra covid …;0
2934;1.24158E+18;22/3/2020 04:09;k$r💨;Spain;False;0;0;es;acuerdo datos los han muerto dos mil 584 personas entidad causa del;0
2944;1.24158E+18;22/3/2020 04:09;JOANPA NOTICIAS;Colombia;False;0;0;es;oxford astrazeneca avanzan hacia pruebas avanzadas con vacuna contra covid;2
2949;1.24158E+18;22/3/2020 04:09;乇ﾚ ꪑﾑひ🔴⚪;Mexico;False;1;4;es;gobernador california impone toque queda por pico casos covid …;0
2950;1.24158E+18;22/3/2020 04:09;Roberto Gonzalez;Mexico;False;0;1;es;clase tai chi aula 120m2 personas todas con mascarilla bien ajustada ventilación cruzada con ventanas abiertas…;2
2958;1.24158E+18;22/3/2020 04:09;Sr. Gerardo para usted.;Poland;False;0;0;es;científicos universidad oxford esperan informar los resultados las pruebas avanzadas vacuna contra …;2
2959;1.24158E+18;22/3/2020 04:09;Juan Agustin Perez;United States;False;0;0;es;encuentra recuperación por covid sido dado alta del hospital importante llevar cabo ejercicios reh…;2
2960;1.24158E+18;22/3/2020 04:09;justintimeath;Colombia;False;0;0;es;fiscales cumpliendo con las instrucciones emanadas min eneida laya lugo continúan con abordaj…;2
2963;1.24158E+18;22/3/2020 04:09;Ciclon #MareaPatriota 🇨🇱;Chile;False;0;0;es;puedes postular nuestro ° fondo concursable hacer realidad los sueños comunidad …;2
2979;1.24158E+18;22/3/2020 04:09;Camilo O;Poland;False;0;0;es;estudios sociodemográficos también para entender comportamiento covid;2
2984;1.24158E+18;22/3/2020 04:09;Erik;Dominican Republic;False;0;3;es;¿realizan pcr para covid estado tlaxcala;2
2987;1.24158E+18;22/3/2020 04:09;Nana🥀;Argentina;False;0;7;es;almuerzo lacalle pou con ° presidente anunció una rebaja jubilaciones salarios funcionarios público…;2
2991;1.24158E+18;22/3/2020 04:09;🌞;Colombia;False;0;0;es;calendario sin parón selecciones solución los clubes enfadados por las lesiones …;0
3007;1.24158E+18;22/3/2020 04:09;Juana La Chama;United States;False;0;0;es;informe noviembre 4436 muestras positivas pacientes vmi covid 17648 muestr…;2
3016;1.24158E+18;22/3/2020 04:09;🦇 E N B 🦇;Colombia;False;0;0;es;los diferentes municipios del puerto concordia tropas recuerdan …;2
3018;1.24158E+18;22/3/2020 04:09;LAURA ARIJON ♔;United States;False;0;5;es;médicos intensivistas del complejo hospitalario caja seguro social css declaran alerta ante falta ins…;1
3036;1.24158E+18;22/3/2020 04:09;KeikoNOVA;Peru;False;1;5;es;según datos del gobierno registra 183 246 casos acumulados covid 996 nuevos día mientras que …;2
3039;1.24158E+18;22/3/2020 04:09;Lic. Álvaro Díaz;Uruguay;False;0;0;es;seamos realistas esto las vacunas covid una competencia laboratorios para ver quien suma …;2
3043;1.24158E+18;22/3/2020 04:09;ً;Colombia;False;0;0;es;segunda fase ensayos vacuna contra covid desarrollada por universidad inglesa oxford demuestra que…;0
3053;1.24158E+18;22/3/2020 04:09;Fercho;El Salvador;False;0;1;es;ministerio salud dio conocer que las últimas horas presentaron 487 casos nuevos covid los cua…;2
3066;1.24158E+18;22/3/2020 04:09;Laura Cuentas;Colombia;False;0;1;es;covid los líderes apuntan una salida «cauta» «gradual» las restricciones para evitar una tercera ola;0
3067;1.24158E+18;22/3/2020 04:09;Fernando Monfil;Mexico;False;0;0;es;acaban hacer prueba covid salí negativa;0
3068;1.24158E+18;22/3/2020 04:09;WILL LA TORRE CHUNG;Peru;False;0;0;es;brasil uno los países del mundo más afectados por pandemia recibió primer lote coronavac vacuna con…;2
3081;1.24158E+18;22/3/2020 04:09;Daniel 🎄;Mexico;False;0;1;es;punto llegar mil casos covid hubo 118 contagios decesos;2
3082;1.24158E+18;22/3/2020 04:09;𝖍𝖊𝖑𝖑𝖊𝖓𝖆🔥 𝖋𝖔𝖝 Ⓥ;Colombia;False;0;0;es;los niños palestinos son torturados por los soldados ocupación israelíes todos los días palestina …;0
